DNS Resolver Log Started: 2025-10-26T15:44:43.081679
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'wpad', 'timestamp': '2025-10-26T15:44:54.067400', 'round_trip_time': '0.3928s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'No authority section for delegation', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'vaco.ru', 'timestamp': '2025-10-26T15:46:55.405763', 'round_trip_time': '0.2918s', 'dns_server_ip': '193.232.128.6', 'response_or_referral': 'Timeout or invalid response', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'vaco.ru', 'timestamp': '2025-10-26T15:46:56.636127', 'round_trip_time': '0.3027s', 'dns_server_ip': '81.88.208.202', 'response_or_referral': 'Answer: 81.88.217.58', 'total_time_to_resolution': '1.8030s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ku.edu', 'timestamp': '2025-10-26T15:46:56.946621', 'round_trip_time': '0.2619s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: d.edu-servers.net. @ Glue IP: 192.31.80.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ku.edu', 'timestamp': '2025-10-26T15:46:57.251610', 'round_trip_time': '0.2905s', 'dns_server_ip': '192.31.80.30', 'response_or_referral': 'Delegation to: ns1.ku.edu. @ Glue IP: 129.237.14.1', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Authoritative', 'resolution_mode': 'Iterative (Resolved)', 'cache_status': 'MISS', 'domain_name': 'ku.edu', 'timestamp': '2025-10-26T15:46:57.561677', 'round_trip_time': '0.2991s', 'dns_server_ip': '129.237.14.1', 'response_or_referral': 'Answer: 129.237.135.76', 'total_time_to_resolution': '0.8773s'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'amedeos.net', 'timestamp': '2025-10-26T15:46:57.869704', 'round_trip_time': '0.2659s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns25.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:58.386444', 'round_trip_time': '0.2601s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:58.896289', 'round_trip_time': '0.2492s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:59.414577', 'round_trip_time': '0.2003s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:59.920950', 'round_trip_time': '0.2887s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:00.429547', 'round_trip_time': '0.2712s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:01.043917', 'round_trip_time': '0.2959s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:01.659750', 'round_trip_time': '0.2965s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:02.174679', 'round_trip_time': '0.2049s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:02.681863', 'round_trip_time': '0.1955s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:03.194512', 'round_trip_time': '0.2012s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:03.500487', 'round_trip_time': '0.2901s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:02.984921', 'round_trip_time': '0.2885s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:02.476172', 'round_trip_time': '0.2855s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:01.961010', 'round_trip_time': '0.2859s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:01.351284', 'round_trip_time': '0.2944s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:00.736268', 'round_trip_time': '0.2927s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:00.142487', 'round_trip_time': '0.2114s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:59.618530', 'round_trip_time': '0.1900s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:59.202653', 'round_trip_time': '0.2952s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns25.domaincontrol.com.', 'timestamp': '2025-10-26T15:46:58.635926', 'round_trip_time': '0.2349s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'amedeos.net', 'timestamp': '2025-10-26T15:46:58.117115', 'round_trip_time': '0.2325s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns25.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'thankfullyyours.com', 'timestamp': '2025-10-26T15:47:03.807566', 'round_trip_time': '0.2929s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns13.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:04.425607', 'round_trip_time': '0.3016s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:05.038481', 'round_trip_time': '0.3026s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:05.448470', 'round_trip_time': '0.1979s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:06.065053', 'round_trip_time': '0.2998s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:06.683169', 'round_trip_time': '0.3079s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:07.292000', 'round_trip_time': '0.2999s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:07.908267', 'round_trip_time': '0.3057s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:08.420458', 'round_trip_time': '0.2004s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:08.932306', 'round_trip_time': '0.2042s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:09.544237', 'round_trip_time': '0.3028s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:09.756372', 'round_trip_time': '0.1991s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:09.231915', 'round_trip_time': '0.2891s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:08.719951', 'round_trip_time': '0.2849s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:08.209545', 'round_trip_time': '0.2842s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:07.593586', 'round_trip_time': '0.2898s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:06.981407', 'round_trip_time': '0.2841s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:06.367641', 'round_trip_time': '0.2889s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:05.751698', 'round_trip_time': '0.2891s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ans01.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:05.242931', 'round_trip_time': '0.1941s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns13.domaincontrol.com.', 'timestamp': '2025-10-26T15:47:04.727596', 'round_trip_time': '0.2865s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ans01.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'thankfullyyours.com', 'timestamp': '2025-10-26T15:47:04.113792', 'round_trip_time': '0.2887s', 'dns_server_ip': '192.41.162.30', 'response_or_referral': 'Failed to resolve next NS IP: ns13.domaincontrol.com.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'elettronix.com', 'timestamp': '2025-10-26T15:47:10.054739', 'round_trip_time': '0.2780s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: l.gtld-servers.net. @ Glue IP: 192.41.162.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'dns51.cloudns.net.', 'timestamp': '2025-10-26T15:47:10.567403', 'round_trip_time': '0.2854s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:11.182356', 'round_trip_time': '0.2993s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:11.798110', 'round_trip_time': '0.2949s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:12.315020', 'round_trip_time': '0.1990s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:12.924775', 'round_trip_time': '0.2984s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:13.539323', 'round_trip_time': '0.2984s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:14.153195', 'round_trip_time': '0.2986s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:14.766703', 'round_trip_time': '0.2992s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:15.380417', 'round_trip_time': '0.2957s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'Root', 'resolution_mode': 'Iterative (Delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:15.998436', 'round_trip_time': '0.2992s', 'dns_server_ip': '198.41.0.4', 'response_or_referral': 'Delegation to: m.gtld-servers.net. @ Glue IP: 192.55.83.30', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:16.299564', 'round_trip_time': '0.2849s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:15.686775', 'round_trip_time': '0.2908s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:15.070123', 'round_trip_time': '0.2935s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:14.457067', 'round_trip_time': '0.2902s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:13.844981', 'round_trip_time': '0.2919s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:13.228951', 'round_trip_time': '0.2900s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:12.613920', 'round_trip_time': '0.2868s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:12.102423', 'round_trip_time': '0.2920s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'ns2.cloudns.net.', 'timestamp': '2025-10-26T15:47:11.488158', 'round_trip_time': '0.2909s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
{'step_of_resolution': 'TLD/Authoritative', 'resolution_mode': 'Iterative (Failed delegation)', 'cache_status': 'MISS', 'domain_name': 'dns51.cloudns.net.', 'timestamp': '2025-10-26T15:47:10.871293', 'round_trip_time': '0.2903s', 'dns_server_ip': '192.55.83.30', 'response_or_referral': 'Failed to resolve next NS IP: ns2.cloudns.net.', 'total_time_to_resolution': 'N/A'}
